exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho
deribit,BTC-6MAR20-8500-C,2020-02-29 23:59:59.365,2020-03-01 00:00:00.372280,call,8500,2020-03-06 08:00:00,125.7,0.0285,0.027,3.5,49.54,0.0295,18.0,54.77,0.02784407,51.31,SYN.BTC-6MAR20,8552.37,0.55174,0.00075,4.08956,-19.67018,0.65469
deribit,BTC-13MAR20-8500-C,2020-02-29 23:59:59.369,2020-03-01 00:00:00.386537,call,8500,2020-03-13 08:00:00,5.3,0.057,0.042,18.0,50.52,0.046,35.0,56.04,0.04315799,52.12,SYN.BTC-13MAR20,8584.73,0.56018,0.00048,6.22373,-13.15098,1.49978
deribit,BTC-1MAR20-8500-C,2020-02-29 23:59:59.531,2020-03-01 00:00:00.386415,call,8500,2020-03-01 08:00:00,6.1,0.0205,0.007,18.0,42.4,0.01,20.0,67.89,0.00832087,53.69,SYN.BTC-1MAR20,8529.25,0.587,0.00281,1.00373,-26.94574,0.04508
deribit,BTC-27MAR20-8500-C,2020-02-29 23:59:59.618,2020-03-01 00:00:00.372671,call,8500,2020-03-27 08:00:00,175.8,0.0685,0.0665,3.5,54.15,0.0695,32.5,57.01,0.06839844,55.96,BTC-27MAR20,8648.96,0.57563,0.0003,9.10082,-9.66979,3.16509
deribit,BTC-2MAR20-8500-C,2020-03-01 00:00:00.104,2020-03-01 00:00:00.372586,call,8500,2020-03-02 08:00:00,0.0,,0.0125,18.0,43.2,0.016,18.0,57.87,0.01415091,50.13,SYN.BTC-2MAR20,8533.87,0.55821,0.00153,2.03575,-38.26798,0.1696
deribit,BTC-6MAR20-8500-C,2020-03-01 00:00:08.902,2020-03-01 00:00:08.928325,call,8500,2020-03-06 08:00:00,125.7,0.0285,0.027,3.5,49.72,0.029,18.0,53.9,0.02777967,51.35,SYN.BTC-6MAR20,8550.98,0.55068,0.00075,4.09031,-19.69016,0.65334
deribit,BTC-2MAR20-8500-C,2020-03-01 00:00:10.070,2020-03-01 00:00:10.083728,call,8500,2020-03-02 08:00:00,0.0,,0.0125,18.0,43.6,0.0155,18.0,56.17,0.01404209,50.33,SYN.BTC-2MAR20,8532.4,0.55577,0.00152,2.03719,-38.45047,0.16883
deribit,BTC-13MAR20-8500-C,2020-03-01 00:00:11.647,2020-03-01 00:00:11.658306,call,8500,2020-03-13 08:00:00,5.3,0.057,0.0415,18.0,50.13,0.046,35.0,56.33,0.04309983,52.33,SYN.BTC-13MAR20,8581.21,0.55841,0.00048,6.22535,-13.2079,1.49419
deribit,BTC-6MAR20-8500-P,2020-03-01 00:00:12.129,2020-03-01 00:00:12.140553,put,8500,2020-03-06 08:00:00,967.4,0.0205,0.02,22.0,47.28,0.0225,0.1,52.5,0.02176647,50.97,SYN.BTC-6MAR20,8548.65,-0.45088,0.00075,4.09121,-19.5503,-0.59039
deribit,BTC-2MAR20-8500-C,2020-03-01 00:00:14.523,2020-03-01 00:00:14.532413,call,8500,2020-03-02 08:00:00,0.0,,0.012,18.0,42.42,0.0155,18.0,57.05,0.01389274,50.34,SYN.BTC-2MAR20,8529.0,0.5506,0.00153,2.03995,-38.50803,0.16722
